,customer_id,store_id,c_first_name,c_last_name,email,address_id,activebool,create_date,last_update_x,active,address,address2,district,city_id,postal_code,phone,last_update_y,city,country_id,last_update_x,country,last_update_y,full_address,loc,point,lat,lon,altitude
118,117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,True,2006-02-14,2013-05-26 14:49:45.738,1,1967 Sincelejo Place,,Gujarat,176,73644,577812616052,2006-02-15 09:45:30,Gandhinagar,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Gandhinagar, India","Gandhinagar, Gandhinagar Taluka, Gandhinagar District, Gujarat, India","(23.2232877, 72.6492267, 0.0)",23.2232877,72.6492267,0.0
119,121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,True,2006-02-14,2013-05-26 14:49:45.738,1,211 Chiayi Drive,,Uttar Pradesh,164,58186,665993880048,2006-02-15 09:45:30,Etawah,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Etawah, India","Etawah, Uttar Pradesh, India","(26.718324350000003, 79.09025375025163, 0.0)",26.718324350000003,79.09025375025163,0.0
120,123,2,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127,True,2006-02-14,2013-05-26 14:49:45.738,1,117 Boa Vista Way,,Uttar Pradesh,566,6804,677976133614,2006-02-15 09:45:30,Varanasi (Benares),44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Varanasi (Benares), India","Varanasi, Sadar, Varanasi, Uttar Pradesh, 221001, India","(25.3356491, 83.0076292, 0.0)",25.3356491,83.0076292,0.0
121,135,2,Juanita,Mason,juanita.mason@sakilacustomer.org,139,True,2006-02-14,2013-05-26 14:49:45.738,1,943 Johannesburg Avenue,,Maharashtra,417,5892,90921003005,2006-02-15 09:45:30,Pune,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Pune, India","Pune City, Pune, Maharashtra, India","(18.521428, 73.8544541, 0.0)",18.521428,73.8544541,0.0
122,136,2,Anita,Morales,anita.morales@sakilacustomer.org,140,True,2006-02-14,2013-05-26 14:49:45.738,1,788 Atinsk Street,,Karnataka,211,81691,146497509724,2006-02-15 09:45:30,Hubli-Dharwad,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Hubli-Dharwad, India","Police Training School, Hubli-Dharwad, Someshwara Temple Road, Girinagar, Gandhinagar, Dharwad, Dharawada taluku, Dharwad district, Karnataka, 580001, India","(15.427867549999998, 75.01121404513651, 0.0)",15.427867549999998,75.01121404513651,0.0
123,152,1,Alicia,Mills,alicia.mills@sakilacustomer.org,156,True,2006-02-14,2013-05-26 14:49:45.738,1,1963 Moscow Place,,Assam,354,64863,761379480249,2006-02-15 09:45:30,Nagaon,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Nagaon, India","Nagaon, Assam, India","(26.30414915, 92.71605974430346, 0.0)",26.30414915,92.71605974430346,0.0
124,167,2,Sally,Pierce,sally.pierce@sakilacustomer.org,171,True,2006-02-14,2013-05-26 14:49:45.738,1,1540 Wroclaw Drive,,Maharashtra,107,62686,182363341674,2006-02-15 09:45:30,Chandrapur,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Chandrapur, India","Chandrapur, Maharashtra, India","(20.0967555, 79.50454752230621, 0.0)",20.0967555,79.50454752230621,0.0
125,170,1,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174,True,2006-02-14,2013-05-26 14:49:45.738,1,1877 Ezhou Lane,,Rajasthan,550,63337,264541743403,2006-02-15 09:45:30,Udaipur,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Udaipur, India","Udaipur, Girwa Tehsil, Udaipur District, Rajasthan, 313001, India","(24.578721, 73.6862571, 0.0)",24.578721,73.6862571,0.0
127,186,2,Holly,Fox,holly.fox@sakilacustomer.org,190,True,2006-02-14,2013-05-26 14:49:45.738,1,435 0 Way,,West Bengali,195,74750,760171523969,2006-02-15 09:45:30,Haldia,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Haldia, India","Haldia, Purba Medinipur, West Bengal, 721604, India","(22.028124, 88.0632655, 0.0)",22.028124,88.0632655,0.0
128,192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196,True,2006-02-14,2013-05-26 14:49:45.738,1,9 San Miguel de Tucumn Manor,,Uttar Pradesh,169,90845,956188728558,2006-02-15 09:45:30,Firozabad,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Firozabad, India","Firozabad, Uttar Pradesh, India","(27.17736635, 78.38991197951182, 0.0)",27.17736635,78.38991197951182,0.0
129,202,2,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,206,True,2006-02-14,2013-05-26 14:49:45.738,1,642 Nador Drive,,Maharashtra,77,3924,369050085652,2006-02-15 09:45:30,Bhusawal,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Bhusawal, India","Bhusawal, Jalgaon, Maharashtra, India","(20.9946183, 75.83962967509835, 0.0)",20.9946183,75.83962967509835,0.0
130,208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212,True,2006-02-14,2013-05-26 14:49:45.738,1,624 Oshawa Boulevard,,West Bengali,51,89959,49677664184,2006-02-15 09:45:30,Balurghat,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Balurghat, India","Balurghat, Dakshin Dinajpur, West Bengal, India","(25.2634866, 88.78900293567636, 0.0)",25.2634866,88.78900293567636,0.0
131,209,2,Tonya,Chapman,tonya.chapman@sakilacustomer.org,213,True,2006-02-14,2013-05-26 14:49:45.738,1,43 Dadu Avenue,,Rajasthan,74,4855,95666951770,2006-02-15 09:45:30,Bhilwara,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Bhilwara, India","Bhilwara, Bhilwara District, Rajasthan, India","(25.5, 74.75, 0.0)",25.5,74.75,0.0
132,217,2,Agnes,Bishop,agnes.bishop@sakilacustomer.org,221,True,2006-02-14,2013-05-26 14:49:45.738,1,866 Shivapuri Manor,,Uttar Pradesh,448,22474,778502731092,2006-02-15 09:45:30,Sambhal,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Sambhal, India","Sambhal, Uttar Pradesh, India","(28.61875255, 78.55087405404802, 0.0)",28.61875255,78.55087405404802,0.0
133,224,2,Pearl,Garza,pearl.garza@sakilacustomer.org,228,True,2006-02-14,2013-05-26 14:49:45.738,1,60 Poos de Caldas Street,,Rajasthan,243,82338,963063788669,2006-02-15 09:45:30,Jodhpur,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Jodhpur, India","Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, India","(26.2967719, 73.0351433, 0.0)",26.2967719,73.0351433,0.0
134,225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229,True,2006-02-14,2013-05-26 14:49:45.738,1,1014 Loja Manor,,Tamil Nadu,22,66851,460795526514,2006-02-15 09:45:30,Ambattur,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Ambattur, India","Ambattur, Thiruvallur District, Tamil Nadu, India","(13.1128863, 80.15986241084877, 0.0)",13.1128863,80.15986241084877,0.0
135,231,1,Georgia,Jacobs,georgia.jacobs@sakilacustomer.org,235,True,2006-02-14,2013-05-26 14:49:45.738,1,954 Kimchon Place,,West Bengali,559,42420,541327526474,2006-02-15 09:45:30,Uttarpara-Kotrung,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Uttarpara-Kotrung, India","Uttarpara Kotrung, Serampur Uttarpara, Hooghly, West Bengal, 712232, India","(22.6675463, 88.3437177, 0.0)",22.6675463,88.3437177,0.0
136,238,1,Nellie,Garrett,nellie.garrett@sakilacustomer.org,242,True,2006-02-14,2013-05-26 14:49:45.738,1,1964 Gijn Manor,,Karnataka,473,14408,918119601885,2006-02-15 09:45:30,Shimoga,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Shimoga, India","Shivamogga, Shivamogga taluk, Shimoga District, Karnataka, 577200, India","(13.9326093, 75.574978, 0.0)",13.9326093,75.574978,0.0
137,259,2,Lena,Jensen,lena.jensen@sakilacustomer.org,264,True,2006-02-14,2013-05-26 14:49:45.738,1,1027 Banjul Place,,West Bengali,197,50390,538241037443,2006-02-15 09:45:30,Halisahar,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Halisahar, India","Halisahar, Barrackpore, North 24 Parganas, West Bengal, 743135, India","(22.9322475, 88.4248587, 0.0)",22.9322475,88.4248587,0.0
138,268,1,Nina,Soto,nina.soto@sakilacustomer.org,273,True,2006-02-14,2013-05-26 14:49:45.738,1,1519 Ilorin Place,,Kerala,395,49298,357445645426,2006-02-15 09:45:30,Palghat (Palakkad),44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Palghat (Palakkad), India","Palakkad, Kerala, 678001, India","(10.7681928, 76.6521319, 0.0)",10.7681928,76.6521319,0.0
139,271,1,Penny,Neal,penny.neal@sakilacustomer.org,276,True,2006-02-14,2013-05-26 14:49:45.738,0,1675 Xiangfan Manor,,Tamil Nadu,283,11763,271149517630,2006-02-15 09:45:30,Kumbakonam,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Kumbakonam, India","Kumbakonam, Thanjavur District, Tamil Nadu, India","(10.9645549, 79.37173036154906, 0.0)",10.9645549,79.37173036154906,0.0
140,274,1,Naomi,Jennings,naomi.jennings@sakilacustomer.org,279,True,2006-02-14,2013-05-26 14:49:45.738,1,1884 Shikarpur Avenue,,Haryana,263,85548,959949395183,2006-02-15 09:45:30,Karnal,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Karnal, India","Karnal, 132001, India","(29.6803266, 76.9896254, 0.0)",29.6803266,76.9896254,0.0
141,287,2,Becky,Miles,becky.miles@sakilacustomer.org,292,True,2006-02-14,2013-05-26 14:49:45.738,1,1993 Tabuk Lane,,Tamil Nadu,522,64221,648482415405,2006-02-15 09:45:30,Tambaram,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Tambaram, India","Tambaram, Chengalpattu District, Tamil Nadu, 600045, India","(12.9245279, 80.1150525, 0.0)",12.9245279,80.1150525,0.0
142,296,2,Ramona,Hale,ramona.hale@sakilacustomer.org,301,True,2006-02-14,2013-05-26 14:49:45.738,1,951 Stara Zagora Manor,,Punjab,400,98573,429925609431,2006-02-15 09:45:30,Patiala,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Patiala, India","Patiala, Punjab, India","(30.2090874, 76.3398720856221, 0.0)",30.2090874,76.3398720856221,0.0
143,297,1,Sherri,Rhodes,sherri.rhodes@sakilacustomer.org,302,True,2006-02-14,2013-05-26 14:49:45.738,1,922 Vila Velha Loop,,Maharashtra,9,4085,510737228015,2006-02-15 09:45:30,Ahmadnagar,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Ahmadnagar, India","Ahmadnagar, Station Road, माळीवाडा गणपती, Ahmednagar, Maharashtra, 414001, India","(19.074352, 74.7219979, 0.0)",19.074352,74.7219979,0.0
144,300,1,John,Farnsworth,john.farnsworth@sakilacustomer.org,305,True,2006-02-14,2013-05-26 14:49:45.738,1,41 El Alto Parkway,,Maharashtra,398,56883,51917807050,2006-02-15 09:45:30,Parbhani,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Parbhani, India","Parbhani, Maharashtra, India","(19.29019805, 76.60264434278307, 0.0)",19.29019805,76.60264434278307,0.0
145,316,1,Steven,Curley,steven.curley@sakilacustomer.org,321,True,2006-02-14,2013-05-26 14:49:45.738,1,651 Pathankot Loop,,Maharashtra,336,59811,139378397418,2006-02-15 09:45:30,Miraj,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Miraj, India","Miraj, Sangli, Maharashtra, India","(16.85851605, 74.71089474233874, 0.0)",16.85851605,74.71089474233874,0.0
146,336,1,Joshua,Mark,joshua.mark@sakilacustomer.org,341,True,2006-02-14,2013-05-26 14:49:45.738,1,1920 Weifang Avenue,,Uttar Pradesh,427,15643,869507847714,2006-02-15 09:45:30,Rampur,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Rampur, India","Rampur, Kaimur (Bhabua), Bihar, India","(24.890090999999998, 83.73254274787365, 0.0)",24.890090999999998,83.73254274787365,0.0
147,356,2,Gerald,Fultz,gerald.fultz@sakilacustomer.org,361,True,2006-02-14,2013-05-26 14:49:45.738,1,45 Aparecida de Goinia Place,,Madhya Pradesh,464,7431,650496654258,2006-02-15 09:45:30,Satna,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Satna, India","Satna, Madhya Pradesh, India","(24.5, 81.0, 0.0)",24.5,81.0,0.0
148,358,2,Samuel,Marlow,samuel.marlow@sakilacustomer.org,363,True,2006-02-14,2013-05-26 14:49:45.738,1,604 Bern Place,,Jharkhand,429,5373,620719383725,2006-02-15 09:45:30,Ranchi,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Ranchi, India","Ranchi, Kanke, Ranchi, Jharkhand, 834001, India","(23.3700501, 85.3250387, 0.0)",23.3700501,85.3250387,0.0
149,367,1,Adam,Gooch,adam.gooch@sakilacustomer.org,372,True,2006-02-14,2013-05-26 14:49:45.738,1,230 Urawa Drive,,Andhra Pradesh,8,2738,166898395731,2006-02-15 09:45:30,Adoni,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Adoni, India","Adoni, Kurnool, Andhra Pradesh, India","(15.6559189, 77.26977367379274, 0.0)",15.6559189,77.26977367379274,0.0
150,370,2,Wayne,Truong,wayne.truong@sakilacustomer.org,375,True,2006-02-14,2013-05-26 14:49:45.738,1,1049 Matamoros Parkway,,Karnataka,191,69640,960505250340,2006-02-15 09:45:30,Gulbarga,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Gulbarga, India","Kalaburagi, Kalaburagi district, Karnataka, India","(17.166667, 77.083333, 0.0)",17.166667,77.083333,0.0
151,379,1,Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,384,True,2006-02-14,2013-05-26 14:49:45.738,1,97 Mogiljov Lane,,Gujarat,73,89294,924815207181,2006-02-15 09:45:30,Bhavnagar,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Bhavnagar, India","Bhavnagar, Bhavnagar Taluka, Bhavnagar District, Gujarat, 364001, India","(21.7718836, 72.1416449, 0.0)",21.7718836,72.1416449,0.0
152,403,1,Mike,Way,mike.way@sakilacustomer.org,408,True,2006-02-14,2013-05-26 14:49:45.738,1,990 Etawah Loop,,Tamil Nadu,564,79940,206169448769,2006-02-15 09:45:30,Valparai,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Valparai, India","Valparai, Coimbatore District, Tamil Nadu, India","(10.39037115, 76.95148767500085, 0.0)",10.39037115,76.95148767500085,0.0
153,412,2,Allen,Butterfield,allen.butterfield@sakilacustomer.org,417,True,2006-02-14,2013-05-26 14:49:45.738,1,791 Salinas Street,,Punjab,208,40509,129953030512,2006-02-15 09:45:30,Hoshiarpur,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Hoshiarpur, India","Hoshiarpur, Punjab, India","(31.60857425, 75.84644246890946, 0.0)",31.60857425,75.84644246890946,0.0
154,413,2,Marvin,Yee,marvin.yee@sakilacustomer.org,418,True,2006-02-14,2013-05-26 14:49:45.738,1,126 Acua Parkway,,West Bengali,71,58888,480039662421,2006-02-15 09:45:30,Berhampore (Baharampur),44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Berhampore (Baharampur), India","Berhampore, Murshidabad, West Bengal, 742101, India","(24.1044927, 88.2510635, 0.0)",24.1044927,88.2510635,0.0
155,419,1,Chad,Carbone,chad.carbone@sakilacustomer.org,424,True,2006-02-14,2013-05-26 14:49:45.738,1,1948 Bayugan Parkway,,Bihar,264,60622,987306329957,2006-02-15 09:45:30,Katihar,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Katihar, India","Katihar, Bihar, India","(25.559100100000002, 87.64745595714365, 0.0)",25.559100100000002,87.64745595714365,0.0
156,421,1,Lee,Hawks,lee.hawks@sakilacustomer.org,426,True,2006-02-14,2013-05-26 14:49:45.738,1,1661 Abha Drive,,Tamil Nadu,416,14400,270456873752,2006-02-15 09:45:30,Pudukkottai,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Pudukkottai, India","Pudukkottai, Pudukkottai District, Tamil Nadu, India","(10.5, 78.833333, 0.0)",10.5,78.833333,0.0
157,426,1,Bradley,Motley,bradley.motley@sakilacustomer.org,431,True,2006-02-14,2013-05-26 14:49:45.738,1,1596 Acua Parkway,,Jharkhand,418,70425,157133457169,2006-02-15 09:45:30,Purnea (Purnia),44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Purnea (Purnia), India","Purnia, Purnia East, Purnia district, Bihar, 854301, India","(25.7773601, 87.4731227, 0.0)",25.7773601,87.4731227,0.0
159,446,2,Theodore,Culp,theodore.culp@sakilacustomer.org,451,True,2006-02-14,2013-05-26 14:49:45.738,0,1704 Tambaram Manor,,West Bengali,554,2834,39463554936,2006-02-15 09:45:30,Uluberia,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Uluberia, India","Uluberia, Uluberia - I, Howrah, West Bengal, 711315, India","(22.4700318, 88.1011108, 0.0)",22.4700318,88.1011108,0.0
160,468,1,Tim,Cary,tim.cary@sakilacustomer.org,473,True,2006-02-14,2013-05-26 14:49:45.738,1,1257 Guadalajara Street,,Karnataka,78,33599,195337700615,2006-02-15 09:45:30,Bijapur,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Bijapur, India","Bijapur District, Chhattisgarh, India","(18.7935679, 80.815939, 0.0)",18.7935679,80.815939,0.0
161,492,2,Lester,Kraus,lester.kraus@sakilacustomer.org,497,True,2006-02-14,2013-05-26 14:49:45.738,1,1013 Tabuk Boulevard,,West Bengali,261,96203,158399646978,2006-02-15 09:45:30,Kanchrapara,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Kanchrapara, India","Kanchrapara, Barrackpore, North 24 Parganas, West Bengal, 743145, India","(22.9496431, 88.4378838, 0.0)",22.9496431,88.4378838,0.0
162,502,1,Brett,Cornwell,brett.cornwell@sakilacustomer.org,507,True,2006-02-14,2013-05-26 14:49:45.738,1,1197 Sokoto Boulevard,,West Bengali,478,87687,868602816371,2006-02-15 09:45:30,Siliguri (Shiliguri),44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Siliguri (Shiliguri), India","S.D. Hospital Blood Bank, Siliguri, Hill Cart Road, Siliguri, Siliguri Subdivsion, Darjeeling District, West Bengal, 734001, India","(26.7109687, 88.427752, 0.0)",26.7109687,88.427752,0.0
163,508,2,Milton,Howland,milton.howland@sakilacustomer.org,513,True,2006-02-14,2013-05-26 14:49:45.738,1,758 Korolev Parkway,,Andhra Pradesh,568,75474,441628280920,2006-02-15 09:45:30,Vijayawada,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Vijayawada, India","Vijayawada, Vijayawada (Urban), NTR, Andhra Pradesh, 520001, India","(16.5087573, 80.6185089, 0.0)",16.5087573,80.6185089,0.0
164,509,1,Raul,Fortier,raul.fortier@sakilacustomer.org,514,True,2006-02-14,2013-05-26 14:49:45.738,1,1747 Rustenburg Place,,Bihar,110,51369,442673923363,2006-02-15 09:45:30,Chapra,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Chapra, India","Chapra, Nadia, West Bengal, 741123, India","(23.55917085, 88.57108715658633, 0.0)",23.55917085,88.57108715658633,0.0
165,529,2,Erik,Guillen,erik.guillen@sakilacustomer.org,535,True,2006-02-14,2013-05-26 14:49:45.738,1,635 Brest Manor,,Andhra Pradesh,75,40899,80593242951,2006-02-15 09:45:30,Bhimavaram,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Bhimavaram, India","Bhimavaram, West Godavari, Andhra Pradesh, 534200, India","(16.5427689, 81.527344, 0.0)",16.5427689,81.527344,0.0
166,534,1,Christian,Jung,christian.jung@sakilacustomer.org,540,True,2006-02-14,2013-05-26 14:49:45.738,0,949 Allende Lane,,Uttar Pradesh,24,67521,122981120653,2006-02-15 09:45:30,Amroha,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Amroha, India","Amroha, Jyotiba Phule Nagar, Uttar Pradesh, India","(28.9233969, 78.48831693262684, 0.0)",28.9233969,78.48831693262684,0.0
167,554,1,Dwayne,Olvera,dwayne.olvera@sakilacustomer.org,560,True,2006-02-14,2013-05-26 14:49:45.738,1,1447 Imus Place,,Gujarat,426,12905,62127829280,2006-02-15 09:45:30,Rajkot,44,2006-02-15 09:45:25,India,2006-02-15 09:44:00,"Rajkot, India","Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India","(22.3053263, 70.8028377, 0.0)",22.3053263,70.8028377,0.0
